29.93,-34.14,-84.74,0,-90,-15.17,-0.54,-3.81,5.78,-22.41,21.85,3.33,-95.51,0,57.38,9.75,0.36,-2.91,39.07,-28.72,32.83,2.9,
24.93,-36.13,-82.37,0,-90,-17.58,-0.18,-2.25,12.81,-29.44,28.88,2.02,-97.75,0,64.4,9.88,0.36,-1.12,39.34,-35.73,39.78,1.12,
19.94,-38.12,-79.93,0,-90,-19.35,-0.02,-1.63,19.52,-36.47,32.53,1.51,-100.14,0,71.42,9.24,0.41,-0.26,40.1,-42.75,43.12,0.35,
14.95,-40.11,-77.47,0,-90,-20.92,0.13,-1.33,25.66,-43.51,35.26,1.27,-102.56,0,78.44,8.38,0.48,0.44,40.88,-49.77,44.93,-0.58,
9.95,-42.11,-74.98,0,-90,-22.32,0.22,-1.34,28.12,-49.31,36.77,1.3,-105.03,0,83.12,7.3,0.56,0.81,41.51,-55.68,44.79,-0.98,
0.00,0,-115,0,-85,-85,0,0,32.88,-67.17,41.29,0,-115,0,85,85,0,0,32.88,-67.17,41.29,0,
0.00,0,-115,0,-85,-85,0,0,32.88,-67.17,41.29,0,-115,0,85,85,0,0,32.88,-67.17,41.29,0,
0.00,0,-115,0,-85,-85,0,0,32.88,-67.17,41.29,0,-115,0,85,85,0,0,32.88,-67.17,41.29,0,
0.00,0,-115,0,-85,-85,0,0,32.88,-67.17,41.29,0,-115,0,85,85,0,0,32.88,-67.17,41.29,0,
0.00,0,-115,0,-85,-85,0,0,32.88,-67.17,41.29,0,-115,0,85,85,0,0,32.88,-67.17,41.29,0,
0.00,0,-115,0,-85,-85,0,0,32.88,-67.17,41.29,0,-115,0,85,85,0,0,32.88,-67.17,41.29,0,
0.00,0,-115,0,-85,-85,0,0,32.88,-67.17,41.29,0,-115,0,85,85,0,0,32.88,-67.17,41.29,0,
0.00,0,-115,0,-85,-85,0,0,32.88,-67.17,41.29,0,-115,0,85,85,0,0,32.88,-67.17,41.29,0,
0.00,0,-115,0,-85,-85,0,0,32.88,-67.17,41.29,0,-115,0,85,85,0,0,32.88,-67.17,41.29,0,
